measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Muertes,125,Colombia,1,Hombre,1,Menores de 5 años,344,Enfermedades tropicales desatendidas y paludismo,1,Número,2017,39.61574273876241,56.91559466748227,27.049615153996115
1,Muertes,125,Colombia,2,Mujer,1,Menores de 5 años,344,Enfermedades tropicales desatendidas y paludismo,1,Número,2017,50.78824002208351,76.60620708922819,31.41583269955448
1,Muertes,125,Colombia,1,Hombre,1,Menores de 5 años,344,Enfermedades tropicales desatendidas y paludismo,2,Porcentaje,2017,0.006555204622166895,0.008487957554481253,0.004880046825112685
1,Muertes,125,Colombia,2,Mujer,1,Menores de 5 años,344,Enfermedades tropicales desatendidas y paludismo,2,Porcentaje,2017,0.010757959147512066,0.015355570716437549,0.00736455487357682
1,Muertes,125,Colombia,1,Hombre,6,5-9 años,344,Enfermedades tropicales desatendidas y paludismo,1,Número,2017,14.714868972871805,22.416083968163562,9.432417131529837
1,Muertes,125,Colombia,2,Mujer,6,5-9 años,344,Enfermedades tropicales desatendidas y paludismo,1,Número,2017,13.03881513020672,20.081559457370712,8.374551060263691
1,Muertes,125,Colombia,1,Hombre,6,5-9 años,344,Enfermedades tropicales desatendidas y paludismo,2,Porcentaje,2017,0.02031231069415785,0.03019199645257078,0.013728605619082672
1,Muertes,125,Colombia,2,Mujer,6,5-9 años,344,Enfermedades tropicales desatendidas y paludismo,2,Porcentaje,2017,0.02957776763441691,0.04423057432567048,0.019074206019081368
1,Muertes,125,Colombia,1,Hombre,7,10-14 años,344,Enfermedades tropicales desatendidas y paludismo,1,Número,2017,9.791531166943313,14.741232607958043,6.244496795265945
1,Muertes,125,Colombia,2,Mujer,7,10-14 años,344,Enfermedades tropicales desatendidas y paludismo,1,Número,2017,9.464531589331399,14.906862069872432,5.524360652234013
1,Muertes,125,Colombia,1,Hombre,7,10-14 años,344,Enfermedades tropicales desatendidas y paludismo,2,Porcentaje,2017,0.013395300082190024,0.02004453208710305,0.008626286058219494
1,Muertes,125,Colombia,2,Mujer,7,10-14 años,344,Enfermedades tropicales desatendidas y paludismo,2,Porcentaje,2017,0.018077746443663736,0.028043490562317728,0.010863995262628495
1,Muertes,125,Colombia,1,Hombre,8,15-19 años,344,Enfermedades tropicales desatendidas y paludismo,1,Número,2017,13.920735027181484,21.778312105961128,8.277514073440345
1,Muertes,125,Colombia,2,Mujer,8,15-19 años,344,Enfermedades tropicales desatendidas y paludismo,1,Número,2017,8.92903493309033,15.786605146507432,4.452710091406052
1,Muertes,125,Colombia,1,Hombre,8,15-19 años,344,Enfermedades tropicales desatendidas y paludismo,2,Porcentaje,2017,0.00524666967121741,0.008153277903780003,0.0031477179661921276
1,Muertes,125,Colombia,2,Mujer,8,15-19 años,344,Enfermedades tropicales desatendidas y paludismo,2,Porcentaje,2017,0.010287700615601345,0.018174811214583562,0.005076373648374329
1,Muertes,125,Colombia,1,Hombre,9,20-24 años,344,Enfermedades tropicales desatendidas y paludismo,1,Número,2017,15.254908734216537,23.665442318975906,9.2373731535874
1,Muertes,125,Colombia,2,Mujer,9,20-24 años,344,Enfermedades tropicales desatendidas y paludismo,1,Número,2017,9.167664740687112,15.741393413663205,5.0308767382239505
1,Muertes,125,Colombia,1,Hombre,9,20-24 años,344,Enfermedades tropicales desatendidas y paludismo,2,Porcentaje,2017,0.0030238024263296187,0.004695381742901605,0.0018302611429509708
1,Muertes,125,Colombia,2,Mujer,9,20-24 años,344,Enfermedades tropicales desatendidas y paludismo,2,Porcentaje,2017,0.008470929155005046,0.014544305153649613,0.004659665974374619
1,Muertes,125,Colombia,1,Hombre,10,25-29 años,344,Enfermedades tropicales desatendidas y paludismo,1,Número,2017,13.122790616270828,19.981566738897445,8.30016473725754
1,Muertes,125,Colombia,2,Mujer,10,25-29 años,344,Enfermedades tropicales desatendidas y paludismo,1,Número,2017,8.180502965082276,12.813584959638526,4.767087359229982
1,Muertes,125,Colombia,1,Hombre,10,25-29 años,344,Enfermedades tropicales desatendidas y paludismo,2,Porcentaje,2017,0.002466114150091794,0.0037447317425786013,0.0015613963394983746
1,Muertes,125,Colombia,2,Mujer,10,25-29 años,344,Enfermedades tropicales desatendidas y paludismo,2,Porcentaje,2017,0.006801498440507919,0.010674379926615928,0.003932200766520647
1,Muertes,125,Colombia,1,Hombre,11,30-34 años,344,Enfermedades tropicales desatendidas y paludismo,1,Número,2017,12.726132026082126,18.00706608731326,8.818569941947613
1,Muertes,125,Colombia,2,Mujer,11,30-34 años,344,Enfermedades tropicales desatendidas y paludismo,1,Número,2017,8.210968133260286,13.072492088872298,5.022206624247574
1,Muertes,125,Colombia,1,Hombre,11,30-34 años,344,Enfermedades tropicales desatendidas y paludismo,2,Porcentaje,2017,0.0027601472306826988,0.0038916446705752725,0.0019131337049456494
1,Muertes,125,Colombia,2,Mujer,11,30-34 años,344,Enfermedades tropicales desatendidas y paludismo,2,Porcentaje,2017,0.00603074855987337,0.0096073308785028,0.0036654142807370383
1,Muertes,125,Colombia,1,Hombre,12,35-39 años,344,Enfermedades tropicales desatendidas y paludismo,1,Número,2017,12.693463740818455,17.656776526292333,9.053398569528916
1,Muertes,125,Colombia,2,Mujer,12,35-39 años,344,Enfermedades tropicales desatendidas y paludismo,1,Número,2017,8.829325427641031,13.013126190345771,5.716017174698162
1,Muertes,125,Colombia,1,Hombre,12,35-39 años,344,Enfermedades tropicales desatendidas y paludismo,2,Porcentaje,2017,0.0030368721100283804,0.00422430279334404,0.002173529710700978
1,Muertes,125,Colombia,2,Mujer,12,35-39 años,344,Enfermedades tropicales desatendidas y paludismo,2,Porcentaje,2017,0.005308250870738593,0.007802051596843108,0.003427123620546196
1,Muertes,125,Colombia,1,Hombre,13,40-44 años,344,Enfermedades tropicales desatendidas y paludismo,1,Número,2017,12.558889594429845,17.260190316826108,9.219976178848327
1,Muertes,125,Colombia,2,Mujer,13,40-44 años,344,Enfermedades tropicales desatendidas y paludismo,1,Número,2017,8.928774227620286,12.417022852859278,6.311291950172897
1,Muertes,125,Colombia,1,Hombre,13,40-44 años,344,Enfermedades tropicales desatendidas y paludismo,2,Porcentaje,2017,0.0037074720736422263,0.005081404740612613,0.0027201472141644904
1,Muertes,125,Colombia,2,Mujer,13,40-44 años,344,Enfermedades tropicales desatendidas y paludismo,2,Porcentaje,2017,0.004600956502664836,0.006385281951777842,0.0032335437561425533
1,Muertes,125,Colombia,1,Hombre,14,45-49 años,344,Enfermedades tropicales desatendidas y paludismo,1,Número,2017,13.84203795844729,18.36319535163123,10.362911504039012
1,Muertes,125,Colombia,2,Mujer,14,45-49 años,344,Enfermedades tropicales desatendidas y paludismo,1,Número,2017,10.332818103517585,13.94253646168396,7.532248557145689
1,Muertes,125,Colombia,1,Hombre,14,45-49 años,344,Enfermedades tropicales desatendidas y paludismo,2,Porcentaje,2017,0.003698897686945876,0.0048665670741646965,0.002765673867362181
1,Muertes,125,Colombia,2,Mujer,14,45-49 años,344,Enfermedades tropicales desatendidas y paludismo,2,Porcentaje,2017,0.003752825298318786,0.005068801579451589,0.002749966883512632
1,Muertes,125,Colombia,1,Hombre,15,50-54 años,344,Enfermedades tropicales desatendidas y paludismo,1,Número,2017,18.613745110833918,23.921938025118408,14.155052757021915
1,Muertes,125,Colombia,2,Mujer,15,50-54 años,344,Enfermedades tropicales desatendidas y paludismo,1,Número,2017,12.893189657359839,16.944755787014152,9.664619387926225
1,Muertes,125,Colombia,1,Hombre,15,50-54 años,344,Enfermedades tropicales desatendidas y paludismo,2,Porcentaje,2017,0.0037779892608595577,0.004858820764872375,0.0028556623179697067
1,Muertes,125,Colombia,2,Mujer,15,50-54 años,344,Enfermedades tropicales desatendidas y paludismo,2,Porcentaje,2017,0.0033838286994668436,0.004461960689330082,0.0025423243741477084
1,Muertes,125,Colombia,1,Hombre,228,55+ años,344,Enfermedades tropicales desatendidas y paludismo,1,Número,2017,125.02667815949412,148.7890805495324,103.10580781256961
1,Muertes,125,Colombia,2,Mujer,228,55+ años,344,Enfermedades tropicales desatendidas y paludismo,1,Número,2017,103.29344982312124,123.23901770197789,81.61600737565487
1,Muertes,125,Colombia,1,Hombre,228,55+ años,344,Enfermedades tropicales desatendidas y paludismo,2,Porcentaje,2017,0.001589755187318947,0.0018943686441911234,0.0013094121162880571
1,Muertes,125,Colombia,2,Mujer,228,55+ años,344,Enfermedades tropicales desatendidas y paludismo,2,Porcentaje,2017,0.001261658806709608,0.00150578268904193,0.0009952988395196534
1,Muertes,125,Colombia,1,Hombre,1,Menores de 5 años,410,Neoplasias,1,Número,2017,115.007424225714,151.7718329087817,82.76836710089108
1,Muertes,125,Colombia,2,Mujer,1,Menores de 5 años,410,Neoplasias,1,Número,2017,128.72022379800518,168.17780008513967,94.06350286965565
